A,B,C,E,F,n_blocks,first_D,last_D,example_path
,Lookout Point-Top of Dam,Elev-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point-Top of Dam/Elev-ZONE/01Jan2012/1Day/Temp1Day--0/
,Lookout Point-Top of Dam,Stor-ZONE,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point-Top of Dam/Stor-ZONE/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_IN,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_IN/Flow/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_IN,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_IN/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_IN,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_IN/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_IN,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_IN/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_IN,Flow-Local,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_IN/Flow-Local/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_IN,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_IN/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_OUT,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_OUT/Flow/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_OUT,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_OUT/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_OUT,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_OUT/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_OUT,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_OUT/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_OUT,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_OUT/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_OUT,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_OUT/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_OUT to Dexter_IN,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_OUT to Dexter_IN/Flow/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_OUT to Dexter_IN,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_OUT to Dexter_IN/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_OUT to Dexter_IN,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_OUT to Dexter_IN/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,Lookout Point_OUT to Dexter_IN,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//Lookout Point_OUT to Dexter_IN/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MCMO South Yamill_at McMinnville,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCMO South Yamill_at McMinnville/Flow/01Jan2012/1Day/Temp1Day--0/
,MCMO South Yamill_at McMinnville,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCMO South Yamill_at McMinnville/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MCMO South Yamill_at McMinnville,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCMO South Yamill_at McMinnville/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,MCMO South Yamill_at McMinnville,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCMO South Yamill_at McMinnville/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,MCMO South Yamill_at McMinnville,Flow-Local,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCMO South Yamill_at McMinnville/Flow-Local/01Jan2012/1Day/Temp1Day--0/
,MCMO South Yamill_at McMinnville,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCMO South Yamill_at McMinnville/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MCMO South Yamill_at McMinnville to Willamette+Yamhill,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCMO South Yamill_at McMinnville to Willamette+Yamhill/Flow/01Jan2012/1Day/Temp1Day--0/
,MCMO South Yamill_at McMinnville to Willamette+Yamhill,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCMO South Yamill_at McMinnville to Willamette+Yamhill/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MCMO South Yamill_at McMinnville to Willamette+Yamhill,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCMO South Yamill_at McMinnville to Willamette+Yamhill/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MCMO_McMinnville_Local_JYamhR_S01,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCMO_McMinnville_Local_JYamhR_S01/Flow/01Jan2012/1Day/Temp1Day--0/
,MCMO_McMinnville_Local_JYamhR_S01,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCMO_McMinnville_Local_JYamhR_S01/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MCMO_McMinnville_Local_JYamhR_S01,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCMO_McMinnville_Local_JYamhR_S01/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MCZO_McKenzie nr Walterville_HMSsub_McKenzieRv_S15,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCZO_McKenzie nr Walterville_HMSsub_McKenzieRv_S15/Flow/01Jan2012/1Day/Temp1Day--0/
,MCZO_McKenzie nr Walterville_HMSsub_McKenzieRv_S15,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCZO_McKenzie nr Walterville_HMSsub_McKenzieRv_S15/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MCZO_McKenzie nr Walterville_HMSsub_McKenzieRv_S15,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MCZO_McKenzie nr Walterville_HMSsub_McKenzieRv_S15/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MEHAMA,FLOW,1Day,USGS 14183000,6,01Jan2012,01Jan2017,//MEHAMA/FLOW/01Jan2012/1Day/USGS 14183000/
,MEHAMA,FLOW-LOCAL,1Day,WILLAMETTE_EIS,6,01Jan2012,01Jan2017,//MEHAMA/FLOW-LOCAL/01Jan2012/1Day/WILLAMETTE_EIS/
,MEHAMA,FLOW-LOCAL,1Day,WILLAMETTE_EIS-Temp1Day--0,6,01Jan2012,01Jan2017,//MEHAMA/FLOW-LOCAL/01Jan2012/1Day/WILLAMETTE_EIS-Temp1Day--0/
,MEHO_Mehama_HMSsub_NSantiamRv_S10,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MEHO_Mehama_HMSsub_NSantiamRv_S10/Flow/01Jan2012/1Day/Temp1Day--0/
,MEHO_Mehama_HMSsub_NSantiamRv_S10,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MEHO_Mehama_HMSsub_NSantiamRv_S10/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MEHO_Mehama_HMSsub_NSantiamRv_S10,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MEHO_Mehama_HMSsub_NSantiamRv_S10/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette NR Oakridge,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette NR Oakridge/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette NR Oakridge,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette NR Oakridge/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette NR Oakridge,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette NR Oakridge/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,MF Willamette NR Oakridge,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette NR Oakridge/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette NR Oakridge,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette NR Oakridge/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette NR Oakridge to Lookout Point_IN,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette NR Oakridge to Lookout Point_IN/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette NR Oakridge to Lookout Point_IN,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette NR Oakridge to Lookout Point_IN/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette NR Oakridge to Lookout Point_IN,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette NR Oakridge to Lookout Point_IN/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette to Willamette_at Eugene,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette to Willamette_at Eugene/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette to Willamette_at Eugene,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette to Willamette_at Eugene/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette to Willamette_at Eugene,Flow-ROUTING-Cottage Grove-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette to Willamette_at Eugene/Flow-ROUTING-Cottage Grove-1/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette to Willamette_at Eugene,Flow-ROUTING-Dorena-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette to Willamette_at Eugene/Flow-ROUTING-Dorena-1/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette to Willamette_at Eugene,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette to Willamette_at Eugene/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+CF Willamette to Willamette_at Eugene,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+CF Willamette to Willamette_at Eugene/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Fall,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Fall/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Fall,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Fall/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Fall,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Fall/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Fall,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Fall/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Fall,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Fall/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Fall,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Fall/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Fall to MF Willamette_at Jasper,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Fall to MF Willamette_at Jasper/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Fall to MF Willamette_at Jasper,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Fall to MF Willamette_at Jasper/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Fall to MF Willamette_at Jasper,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Fall to MF Willamette_at Jasper/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Fall to MF Willamette_at Jasper,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Fall to MF Willamette_at Jasper/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette,Flow-Local,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette/Flow-Local/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette HMSsub_MFWillametteRv_S40,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette HMSsub_MFWillametteRv_S40/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette HMSsub_MFWillametteRv_S40,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette HMSsub_MFWillametteRv_S40/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette HMSsub_MFWillametteRv_S40,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette HMSsub_MFWillametteRv_S40/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette HMSsub_NFMFWillametteRv_S10,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette HMSsub_NFMFWillametteRv_S10/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette HMSsub_NFMFWillametteRv_S10,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette HMSsub_NFMFWillametteRv_S10/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette HMSsub_NFMFWillametteRv_S10,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette HMSsub_NFMFWillametteRv_S10/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette to MF Willamette NR Oakridge,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette to MF Willamette NR Oakridge/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette to MF Willamette NR Oakridge,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette to MF Willamette NR Oakridge/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+NF Willamette to MF Willamette NR Oakridge,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+NF Willamette to MF Willamette NR Oakridge/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salmon Cr,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salmon Cr/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salmon Cr,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salmon Cr/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salmon Cr,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salmon Cr/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salmon Cr,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salmon Cr/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salmon Cr,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salmon Cr/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salmon Cr to MF Willamette+NF Willamette,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salmon Cr to MF Willamette+NF Willamette/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salmon Cr to MF Willamette+NF Willamette,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salmon Cr to MF Willamette+NF Willamette/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salmon Cr to MF Willamette+NF Willamette,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salmon Cr to MF Willamette+NF Willamette/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salt Cr,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salt Cr/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salt Cr,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salt Cr/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salt Cr,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salt Cr/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salt Cr,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salt Cr/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salt Cr,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salt Cr/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salt Cr to MF Willamette+Salmon Cr,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salt Cr to MF Willamette+Salmon Cr/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salt Cr to MF Willamette+Salmon Cr,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salt Cr to MF Willamette+Salmon Cr/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette+Salt Cr to MF Willamette+Salmon Cr,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette+Salt Cr to MF Willamette+Salmon Cr/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_abv Salt Cr nr Oakridge,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_abv Salt Cr nr Oakridge/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_abv Salt Cr nr Oakridge,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_abv Salt Cr nr Oakridge/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_abv Salt Cr nr Oakridge,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_abv Salt Cr nr Oakridge/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_abv Salt Cr nr Oakridge,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_abv Salt Cr nr Oakridge/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_abv Salt Cr nr Oakridge,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_abv Salt Cr nr Oakridge/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_abv Salt Cr nr Oakridge to MF Willamette+Salt Cr,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_abv Salt Cr nr Oakridge to MF Willamette+Salt Cr/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_abv Salt Cr nr Oakridge to MF Willamette+Salt Cr,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_abv Salt Cr nr Oakridge to MF Willamette+Salt Cr/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_abv Salt Cr nr Oakridge to MF Willamette+Salt Cr,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_abv Salt Cr nr Oakridge to MF Willamette+Salt Cr/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_at Jasper,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_at Jasper/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_at Jasper,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_at Jasper/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_at Jasper,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_at Jasper/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_at Jasper,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_at Jasper/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_at Jasper,Flow-Local,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_at Jasper/Flow-Local/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_at Jasper,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_at Jasper/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_at Jasper,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_at Jasper/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_at Jasper to MF Willamette+CF Willamette,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_at Jasper to MF Willamette+CF Willamette/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_at Jasper to MF Willamette+CF Willamette,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_at Jasper to MF Willamette+CF Willamette/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_at Jasper to MF Willamette+CF Willamette,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_at Jasper to MF Willamette+CF Willamette/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_at Jasper to MF Willamette+CF Willamette,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_at Jasper to MF Willamette+CF Willamette/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_nr Dexter,Flow,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_nr Dexter/Flow/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_nr Dexter,Flow-CUMLOC,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_nr Dexter/Flow-CUMLOC/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_nr Dexter,Flow-IN,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_nr Dexter/Flow-IN/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_nr Dexter,Flow-IN-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_nr Dexter/Flow-IN-UNREG/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_nr Dexter,Flow-ROUTING-Lookout Point-1,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_nr Dexter/Flow-ROUTING-Lookout Point-1/01Jan2012/1Day/Temp1Day--0/
,MF Willamette_nr Dexter,Flow-UNREG,1Day,Temp1Day--0,5,01Jan2012,01Jan2016,//MF Willamette_nr Dexter/Flow-UNREG/01Jan2012/1Day/Temp1Day--0/
